VisitorCookieID;2015-12-21;2015-12-22;2015-12-23;2015-12-24;2015-12-25;2015-12-26;2015-12-27;2015-12-28;2015-12-29;2015-12-30;2015-12-31;2016-01-01;2016-01-02;2016-01-03;2016-01-04;2016-01-05;2016-01-06;2016-01-07;2016-01-08;2016-01-09;2016-01-10;2016-01-11;2016-01-12;2016-01-13;2016-01-14;2016-01-15;2016-01-16;2016-01-17;2016-01-18;2016-01-19;2016-01-20;2016-01-21;2016-01-22;2016-01-23;2016-01-24;2016-01-25;2016-01-26;2016-01-27;2016-01-28;2016-01-29;2016-01-30
2135866072;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
214307927;;;;;;;;;;1;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
2145648129;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2146115035;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
2146741704;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
215351092;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
21610624;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
217152256;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
217308901;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
218111293;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
220275224;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
220968086;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
228651705;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229410473;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
23007825;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
230310502;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
232076369;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
237009583;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
2378398;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
244286488;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
244807795;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
246576319;;;;;;1;1;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
247009758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
249923177;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;
251881045;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
257956473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
261000843;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;
263575660;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263993447;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264091156;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
267455442;;;;;;;;;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;
270094807;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
270293228;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
270645358;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;
272914273;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
278655459;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
280187659;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
280375037;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
281584495;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
282324516;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
283912105;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
285968085;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
287443201;;;;;;;;;;;;;;1;;3;2;;;;;1;;;;1;;;1;1;;;;;;;;1;;1;
287733168;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
288101819;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
289190119;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29262520;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
299791990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
302243781;;;;;;;;;2;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;
304997763;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;
308168613;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
308693325;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
317249297;;;;;;;;;;;;;;;2;2;;;;;1;;;;1;;;;;;;;;;;;;;;;
318347411;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
325719007;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;1;;
32651295;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
32896203;;;;;;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
331376649;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
331714694;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
331757220;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
335510563;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
335928898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
336064352;;;;;;;;;;;;;;;2;4;;;;;;;;;;;;;;;;;;;;;;;;;
339030506;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
340513615;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
347172371;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
347188941;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
348431608;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
3565193;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
358466234;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
35906326;;;;;;;;;1;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
36573882;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
36643386;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
366436425;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
367315803;1;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;
368658873;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
373855965;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
375160056;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
376901554;;;;;;;;;;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;
384575721;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
38910561;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
389236544;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;
390644947;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
396856454;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
397478542;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;
397684519;;;;;;;1;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;
400018443;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400749923;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
401583982;;;;;;;;;;;;2;3;4;2;1;1;;;;;;;;;;;;2;;;;;;;;;;;;
40318958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
406915933;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407842613;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
408881917;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
410499784;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
411951352;;;;;;;;;;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;
412032305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
413189026;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
415600988;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
415806444;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
41737920;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
419249974;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
420028235;;;;;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;
420147328;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
421544635;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
423941063;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
425749663;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
427433357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
428376679;;;;1;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;
428467556;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
432488506;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
434151627;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
435226076;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
436473169;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
437203034;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
438628404;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
440984934;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
442490307;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
443309026;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
446374835;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
454152532;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
454923240;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
460160792;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
463996316;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;
465850407;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
467064610;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
469170887;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
47444104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;
477480293;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
477809583;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
4789419;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
479615505;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
484011469;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;
48572502;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
486656845;2;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
486991367;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
488100633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
488628664;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
493718278;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495518343;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
496137491;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;
497509507;;1;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
500104955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
501996222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
506316236;1;1;;;;;;1;3;;;;;1;;1;;;;;;;;;;;;;;;;2;;;;;;;;;
507516808;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
509731510;;;;;;;;;;1;;;;;;;;;1;;;2;;;;2;1;;;;;;;;;;;;;;
512947240;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
514990052;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
515078569;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
515369133;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
515725535;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;
516224952;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
519292605;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
522842293;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
525195146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
529787410;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;
530324935;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;
531138497;;;1;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
53320149;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;
537708379;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
537988546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
540316963;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
540641020;;;;;;;;1;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
542060490;;;;;;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
546026143;;;;;;;;;;;1;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;1;;
54752033;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
547581078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
553096593;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;
555952809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
556368980;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
556511229;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
55671533;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
560655304;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;
560745041;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
56928340;1;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;
573591062;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
574910668;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
57813062;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
581395275;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
584740080;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
584756287;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
585049058;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
585071362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
587182724;1;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;
588749656;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
59033049;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
591672048;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
599796999;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
602346880;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
604644450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;
611453037;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
612288343;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;
614604336;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;
616157372;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
616185540;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
616931118;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
629729524;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
632298097;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
640868423;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
642024205;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
645453718;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;
646210976;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
650221147;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
65084843;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
652837114;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;
653711278;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
65412165;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
655210881;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
659104042;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
659482234;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
663029956;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;
664100217;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
664894401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
667032743;;;;;;;;;1;;;;;;2;;;;;;;;;;;;;1;;;;;;;;;;;;;
667625123;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
668649290;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
670689964;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
67270312;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
673014535234384200;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
673505621;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
675806508;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
676882640;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
677420211;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
677834254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
680501387;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
68063930;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
684416899;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
68468768;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
686550635;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
687404165;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
689154251;;2;;1;;;1;;;;;;;;;;;;1;;;;;;;;;;;;1;;;1;;;;;;;
691363149;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
692779658;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
694278211;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
700833456;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;
701963270;1;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
703696685;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
705878879;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
705960009;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
709682905;;;;;;;;;;;;;;1;2;;;;;;;;1;;;;;;;;;;;;;;;;;;
716734926;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
721206598;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
723078718;;;;;;;;;;;;;1;;1;1;;;;;1;;;;;;;1;;;;;;;;;;;;;
726381458;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
732085477;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
732458059;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
735055566;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
736286;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
73936294;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
739738535;1;;;;;;;1;;;;;;;;;;;;2;;1;;;;;;;;;;;1;;;;;;;;
740788168;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
741013638;;;;;;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;
741352744;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;
747641084;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;
748063433;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
748834779;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
752083431;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
753064871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
755025428;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
756680618;1;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
758136549;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
765690190;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
766041485;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
769206060;;;;;;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;
772281879;1;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;
773948447;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
775220753;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
776613320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
777283177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
779419614;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
780409315;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
780526019;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
780774869;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
782179400;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
783268815;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
784187412;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
784323389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;
786239199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
790137683;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
791755227;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
792751278;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
795453357;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
79885975;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
7991270;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
799584555;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
801789343;;;;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
801857772;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
802846819;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81292945;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
813498835;;;;;;;;1;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;
813536372;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;
819217115;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
819486049;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
820556846;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
