VisitorCookieID;2015-12-21;2015-12-22;2015-12-23;2015-12-24;2015-12-25;2015-12-26;2015-12-27;2015-12-28;2015-12-29;2015-12-30;2015-12-31;2016-01-01;2016-01-02;2016-01-03;2016-01-04;2016-01-05;2016-01-06;2016-01-07;2016-01-08;2016-01-09;2016-01-10;2016-01-11;2016-01-12;2016-01-13;2016-01-14;2016-01-15;2016-01-16;2016-01-17;2016-01-18;2016-01-19;2016-01-20;2016-01-21;2016-01-22;2016-01-23;2016-01-24;2016-01-25;2016-01-26;2016-01-27;2016-01-28;2016-01-29;2016-01-30
1502407254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
150755315;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1507832685;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
1513108432;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;
1514245813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
1515829995;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
1523655258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
1524814835;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1526350268;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1526706812;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1527043046;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
153173981;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;
1532513874;1;1;;;1;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;
1534609860;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1538802239;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
1540143250;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1541252916;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;
1545374556;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
1550842130;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
1551362370;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;
1555511375;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1555632886;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;
1557489039;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1557885534;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
1562006215;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1568931848;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1574175586;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1574547884;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;
157559396;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
1578003451;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1580431452;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;1;1;;
1581433841;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1581896436;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1585764079;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1587036048;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;
159123541;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1593538202;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;
1594789645;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1597705146;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
159970337;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;2;;;;;;;;;;;
160934336;1;1;;;;;;;1;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;
1611009006;;;;;;;;;1;;;;;;;;;;;;1;;2;;1;3;;;;;;;;;;;;;;;
1611626996;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1613585136;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;
1618098105;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1618533636;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1619511192;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1620446872;;;;;;;;;;;;;;;;;;;;;1;1;;;1;;;;;;;;;;;;;;;;
1622292741;;;;;;;;;;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
1625681914;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
1627522936;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1629844613;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
163055933;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
163252618;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1632937995;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1634017955;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1639635603;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
1641367926;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
1641383093;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;
1645796425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1647594587;1;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
1648653709;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1651022911;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1651940298;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1654853165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;
165685862;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1658434002;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1659897774;;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
1664007727;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
1665323307;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1667364211;;;;;;;;;;;;;;1;1;1;;;;;2;;;;;;;;;;;;;;;;;;;;
1669013694;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1675152949;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1675785597;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1675895031;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1682321458;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1682678283;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;
1683082329;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1684586307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;
1685273797;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
1687914310;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1687944039;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
1688572532;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
1690327975;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;
1690618358;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1692428965;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1692766221;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
1695108564;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1695772039;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1696903161;;;;;;;;;;1;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
1707128677;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1707203965;1;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1707687591;;;;1;;1;;;;;;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;
1709018750;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
1714044098;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1715711632;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1716487908;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
171946155;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1720106147;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1720923681;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
1732979085;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;1;;;;;;;
1736294848;;;;;;;;;;;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;
173704750;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
1737500706;;1;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1740717073;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1744888352;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1745346349;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
1745828199;;;;;;;;;1;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1746548343;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
1752037142;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
175358873;;;;;;;;1;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1753592428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1756666531;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1756824323;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
1756851851;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
1759433884;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;2;1;;;;
1759759061;2;;1;;2;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1760642521;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
1762403028;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
1766025013;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
1767694750;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
1768427374;;;;;;;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;
1768836477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
1769527727;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1770973676;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
1782061059;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1782530434;;;;;;;;;1;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;1;;;
1784136298;1;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1788177511;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
1799934090;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1800884715;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1801319665;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;
1802408629;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
1803713572;;;;;;;;;;1;;;;1;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;
1805653371;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1808680679;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816181065;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816375464;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1820990039;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182158030;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;
1824413921;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825101347;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827280106;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
1827779218;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829067662;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
1833768102;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1835541024;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;
1836415273;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1839468941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1839915456;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;
1843598922;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1853128272;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
185498783;;;;;1;;1;1;;;;;;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;
185592488;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
1856027100;;1;1;;;;1;2;1;;;;;;4;;;;;;;;;;;;;;1;;;;;;;;;;;;
186225976;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;1;;2;4;1;;;;
1863453452;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1863686561;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
186464796;;1;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
1865324615;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1868164795;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868875147;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869035745;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;
1870544376;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;
1873587730;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1876394251;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1878659575;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
1879348786;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;
1879407541;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;
1879794749;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880939196;;;;;;;;1;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1881765044;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1881836749;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
1882213585;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;1;;;;;;;
1882546367;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1883794858;;;;;;;;1;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;
1886467151;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1888972628;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
1889429279;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;
1890464487;;;;;;;;1;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1892340235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
1895278827;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
189746379;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1898491923;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899947245;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1900521;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
1901234336;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
1903179070;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
1903700975;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907132591;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190959067;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1911184673;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
1913912438;;2;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
1914022508;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;
191501378;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;
1916051023;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
19161816;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
1919489487;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
1925904111;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
1926487492;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1926940566;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
1926975073;;1;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1
192773038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;
1931861675;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1933862525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1940231657;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;
1941335072;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1945037234;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;
1947996683;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1948773402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1952811863;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1952922409;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1952996981;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
1954506179;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
1956364364;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1957447754;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
1959944282359579100;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;
1962794635;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
196745203;;;;;;;1;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;
1970059930;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1973574246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1978113310;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1980678628;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1981710208;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1983845804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1984602623;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
198599361;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991904584;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
1994982297;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995173217;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1997717276;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;
2003646322;;;;;;;;1;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
2004191584;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
2004221229;;;;;;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;
2004478854;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009187057;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
2010704438;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
2014436101;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
2014856649;;;;;;;;;;;;;;1;;1;;;;;;;1;;;;;;;;;;;;;;;;;;
2015244816;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;
2016309750;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
2026834095;;;;;;;1;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;
2028225999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
2029408867;;;;1;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;
2030194798;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
2030229131;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
2038037180;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
2040329250;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
2041082164;1;;;;;;5;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
2041284143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;;;;
2042712594;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
2044123669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1
2050261403;;;;;;;;;1;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;
2053341737;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
2054079061;;;1;;;;;;;;;;;;1;1;2;1;;;;;;;;;;;;;;;;;;;;;;;
2054525935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
2056528684;;;;;;;;;1;;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;
2058416235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
2061944273;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2064412667;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;
2065137598;1;;;;;;;;;;;;;;;1;;;;;;1;2;;;;;;;;;;;;;;;;;;
2065765346;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
2066674778;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2067036540;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2069789301;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;
2072272994;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
2073090166;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
2073365746;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2076009333;;;;;;;;;;1;;;;;1;;1;;;;;1;1;;;;;;;;;;;;;;;;;;
2076767658;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2080409743;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
2086695956;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
2088729455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
2089667295;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2095039300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;
2101764267;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;
2107613610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
2112076109;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
2115842631;1;;;;;1;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;
2117062204;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;
2117227335;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
2117619540;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
2125957159;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
2128614404;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2131120713;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
2131123122;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
2131812924;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
