70000056,"['1', 'CONFIRMED', 'PIB', 'PIB', 'LY-no', '1080.00', 'CC', 'GOFR', 'DANI', 'XDDAGXBAD', 'o_dept_time::915', '', 'o-adult:2', '', '', 'o-child:1', '', 'RESTAURANT', 'DA09MET1B', 'Restaurant Metropolitan, 09.15-10.15', 'FRGO', 'JUTL', 'XDDAGXBAD', '2014-08-14 00:00:00.000', 'h_dept_time::2015', '', 'h-adult:2', '', '', 'h-child:1', '', '192711', 'G\xf6teborg', 'SWE', '', 'NULL\r\n']"
70000114,[]
70000074,"['1', 'CONFIRMED', 'PIB', 'PIB', 'LY-yes', '3792.00', 'IB', 'GOFR', 'DANI', 'FLEXI', 'o_dept_time::800', '', 'o-adult:2', '', '', 'o-child:2', 'CAR600200', 'Car, MPV, 4x4 up to 1.8m high', '', 'RESTAURANT', 'DA06MET1', 'Restaurant Metropolitan, 08.00-09.15', 'FRGO', 'DANI', 'FLEXI', '2015-07-25 00:00:00.000', 'h_dept_time::2000', '', 'h-adult:2', '', '', 'h-child:2', 'CAR600200', 'Car, MPV, 4x4 up to 1.8m high', '', '65725', 'Kung\xe4lv', 'SWE', 'stena_profile', 'STSWG\r\n']"
70000058,"['1', 'CONFIRMED', 'PIB', 'PIB', 'LY-no', '99.20', 'CC', 'GOFR', 'DANI', 'XDSKRAP', 'o_dept_time::800', '', 'o-adult:2', '', '', '', '', 'FRGO', 'DANI', 'XDSKRAP', '2014-10-01 00:00:00.000', 'h_dept_time::1150', '', 'h-adult:2', '', '', '', '', '31173', 'G\xf6teborg', 'SWE', 'stena_profile', 'STSWB\r\n']"
